provincia_id,provincia_nombre,localidad_nombre,juzgado_numero,causa_id,causa_objeto_litigio_descripcion,causa_fecha_recepcion,causa_fecha_ingreso,audiencia_preliminar_fecha,audiencia_preliminar_resultado,apertura_prueba_fecha,audiencia_vista_causa_fecha,audiencia_vista_causa_resultado,llamamiento_autos_fecha,proceso_finalización_fecha,proceso_resultado_descripcion,clase_proceso_descripcion
90,Tucumán,Concepcion,Civil y Com 1,665/11,PRESCRIPCION ADQUISITIVA,2018-05-21,2018-05-21,2019-06-11,No Conciliada,2019-04-29,2019-08-20,No Conciliada,,, ,
90,Tucumán,Concepcion,Civil y Com 1,95/17,PRESCRIPCION ADQUISITIVA,2017-03-17,2017-03-17,2019-06-13,No Conciliada,2019-02-28,2019-08-26,No Conciliada,,,,
90,Tucumán,Concepcion,Civil y Com 1,249/16,DAÑOS Y PERJUICIOS,2016-05-16,2016-05-16,2019-06-19,No Conciliada,2019-05-20,2019-09-03,No Conciliada,,,,
90,Tucumán,Concepcion,Civil y Com 1,345/18,DAÑOS Y PERJUICIOS,2018-06-22,2018-06-22,2019-06-24,No Conciliada,2019-05-17,,,,,,
90,Tucumán,Concepcion,Civil y Com 1,141/14,DAÑOS Y PERJUICIOS,2014-03-28,2014-03-28,2019-06-24,No Conciliada,2019-06-03,,,,,,
90,Tucumán,Concepcion,Civil y Com 1,38/18,DAÑOS Y PERJUICIOS,2018-06-22,2018-06-22,2019-06-26,No Conciliada,2019-06-02,2019-09-10,No Conciliada,,, ,
90,Tucumán,Concepcion,Civil y Com 1,543/17,PRESCRIPCION ADQUISITIVA,2018-12-11,2018-12-11,,SUSPENDIDA,,, ,,, ,
90,Tucumán,Concepcion,Civil y Com 1,16/17,DAÑOS Y PERJUICIOS,2017-04-07,2017-04-07,2019-06-27,No Conciliada,2019-02-28,2019-10-01,No Conciliada,,, ,
90,Tucumán,Concepcion,Civil y Com 1,735/14,DAÑOS Y PERJUICIOS,2016-11-01,2016-11-01,2019-08-08,Conciliada,2019-07-02,,,,2019-09-10,Homologación,
90,Tucumán,Concepcion,Civil y Com 1,364/09,PRESCRIPCION ADQUISITIVA,2009-08-28,2009-08-28,2019-08-15,No Conciliada,2019-07-31,, ,,, ,
90,Tucumán,Concepcion,Civil y Com 1,561/14,ACCIONES POSESORIAS,2016-12-22,2016-12-22,2019-09-05,No Conciliada,2019-08-12,, ,,, ,
90,Tucumán,Concepcion,Civil y Com 1,596/16,DAÑOS Y PERJUICIOS,2017-09-06,2017-09-06,2019-11-24,S/C,2019-08-30,, ,,, ,
90,Tucumán,Concepcion,Civil y Com 1,159/17,DAÑOS Y PERJUICIOS,2013-11-15,2013-11-15,,SUSPENDIDA,2019-02-21,, ,,, ,
90,Tucumán,Concepcion,Civil y Com 1,126/18,DAÑOS Y PERJUICIOS,2018-03-27,2018-03-27,2019-09-04,No Conciliada,2019-07-29,,,,,,
90,Tucumán,Concepcion,Civil y Com 1,684/16,DAÑOS Y PERJUICIOS,2016-11-09,2016-11-09,,SUSPENDIDA,2019-05-30,,,,,,
90,Tucumán,Concepcion,Civil y Com 1,19/16,DAÑOS Y PERJUICIOS,2016-02-12,2016-02-12,2019-08-12,No Conciliada,2019-07-02,2019-10-01,No Conciliada,,,,
90,Tucumán,Concepcion,Civil y Com 1,753/17,DAÑOS Y PERJUICIOS,2017-12-05,2017-12-05,2019-04-25,No Conciliada,2019-02-20,2019-08-27,No Conciliada,,,,
90,Tucumán,Concepcion,Civil y Com 1,688/13,PRESCRIPCION ADQUISITIVA,2013-10-01,2013-10-01,2019-09-19,No Conciliada,2019-09-02,,,,,,
